index,总数,总价,平米单价,小区,所在区,户型,楼层,面积,户型结构,建筑类型,朝向,建筑结构,装修情况,梯户比例,电梯与否,发布年,发布月,发布日
8548,5585.0,170.0,15727.0,新尚天地,温江,4室2厅1厨2卫,低楼层 (共32层),108.1㎡,平层,塔楼,东,钢混结构,其他,两梯六户,有,2022,7,7.0
8622,5584.0,62.0,4711.0,竹溪园小区,郫都,3室2厅1厨2卫,高楼层 (共6层),131.61㎡,平层,板楼,东南 南,砖混结构,简装,一梯两户,无,2022,7,7.0
8752,5585.0,120.0,14198.0,西城家园(青羊),青羊,2室2厅1厨1卫,中楼层 (共7层),84.52㎡,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2022,7,7.0
9273,5590.0,308.0,35558.0,汇厦少城琴台府,青羊,3室2厅1厨1卫,中楼层 (共39层),86.62㎡,平层,塔楼,东 西,钢混结构,其他,三梯八户,有,2022,7,6.0
9486,5591.0,65.0,10973.0,桂湖名城二期,新都,2室2厅1厨1卫,低楼层 (共27层),59.24㎡,暂无数据,板楼,东南,钢混结构,精装,两梯八户,有,2022,7,5.0
9554,5591.0,212.0,23413.0,中铁骑士府邸,双流,4室2厅1厨2卫,中楼层 (共32层),90.55㎡,平层,板塔结合,东南,钢混结构,精装,三梯八户,有,2022,7,5.0
9928,5606.0,85.0,8019.0,正成源筑,都江堰,3室1厅1厨2卫,低楼层 (共18层),106㎡,平层,板楼,东南,钢混结构,其他,十二梯四户,有,2022,7,5.0
11000,5609.0,53.0,14022.0,紫宸星座,金牛,1室0厅1厨1卫,低楼层 (共28层),37.8㎡,平层,塔楼,东南,钢混结构,其他,六梯二十七户,有,2022,7,3.0
11711,172175.0,280.0,26242.0,长冶南阳御龙府,高新,3室2厅1厨2卫,中楼层 (共31层),106.7㎡,暂无数据,塔楼,北,钢混结构,精装,两梯十二户,有,2022,7,7.0
10149,5554.0,115.0,11861.0,顺福苑,武侯,2室2厅1厨1卫,中楼层 (共6层),96.96㎡,平层,板楼,西北 东南,砖混结构,其他,一梯两户,无,2022,7,8.0
10322,5554.0,73.0,10097.0,德坤竹韵坊,温江,2室1厅1厨1卫,中楼层 (共6层),72.3㎡,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,无,2022,7,7.0
10766,5550.0,92.0,12031.0,永丰场街57号,武侯,2室2厅1厨1卫,低楼层 (共7层),76.47㎡,暂无数据,板楼,东南,砖混结构,简装,一梯两户,无,2022,7,7.0
10887,5551.0,88.0,13925.0,大田坎街91号,锦江,2室1厅1厨1卫,低楼层 (共7层),63.2㎡,平层,塔楼,南,混合结构,简装,一梯四户,无,2022,7,6.0
11112,5551.0,53.8,8243.0,来凤路22号,温江,2室2厅1厨1卫,低楼层 (共3层),65.27㎡,暂无数据,暂无数据,东南,未知结构,精装,一梯一户,暂无数据,2022,7,6.0
11363,5554.0,148.0,13848.0,星语双城一期,武侯,3室2厅1厨2卫,中楼层 (共12层),106.88㎡,暂无数据,板楼,南,钢混结构,其他,一梯六户,有,2022,7,6.0
11964,5545.0,45.0,6526.0,永康巷80号,都江堰,2室2厅1厨1卫,低楼层 (共5层),68.96㎡,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯两户,暂无数据,2022,7,5.0
14643,172409.0,120.0,10000.0,金科苑中街54号,金牛,3室2厅1厨2卫,低楼层 (共6层),120㎡,平层,板楼,东南,钢混结构,其他,一梯两户,无,2022,7,5.0
256,170777.0,177.0,18459.0,百悦天鹅湖,龙泉驿,3室1厅1厨1卫,低楼层 (共32层),95.89㎡,平层,板塔结合,北 南,钢混结构,精装,两梯四户,有,2022,6,25.0
496,170784.0,119.0,12792.0,恒大新城一期,温江,3室2厅1厨1卫,低楼层 (共32层),93.03㎡,平层,板塔结合,西北,钢混结构,精装,两梯六户,有,2022,6,11.0
550,170784.0,305.0,34794.0,乐天圣苑,锦江,3室1厅1厨2卫,中楼层 (共32层),87.66㎡,平层,板塔结合,西南,钢混结构,精装,两梯四户,有,2022,6,5.0
1069,170791.0,110.0,18830.0,鑫苑名家一期,锦江,2室2厅1厨1卫,中楼层 (共34层),58.42㎡,平层,板塔结合,西南,钢混结构,精装,两梯六户,有,2022,6,19.0
1380,170789.0,157.0,18905.0,军安卫士花园,高新,2室2厅1厨1卫,高楼层 (共26层),83.05㎡,平层,板塔结合,东,钢混结构,简装,两梯六户,有,2022,6,3.0
1425,170789.0,162.0,20023.0,楠香山,高新,2室1厅1厨1卫,低楼层 (共34层),80.91㎡,平层,板塔结合,西南,钢混结构,简装,三梯六户,有,2022,6,15.0
1497,170789.0,166.0,18548.0,蓝光圣菲town城,双流,3室2厅1厨1卫,中楼层 (共23层),89.5㎡,平层,板塔结合,南,钢混结构,其他,两梯八户,有,2022,6,12.0
1519,170791.0,160.0,17456.0,清溪雅筑,青羊,3室2厅1厨1卫,高楼层 (共18层),91.66㎡,平层,塔楼,北,钢混结构,精装,两梯七户,有,2022,6,16.0
1942,170791.0,68.0,5675.0,都市美好家园,都江堰,3室2厅1厨2卫,低楼层 (共6层),119.83㎡,平层,暂无数据,东南,未知结构,简装,一梯两户,无,2021,8,23.0
2171,170788.0,217.0,21838.0,御廷上郡,高新,3室2厅1厨2卫,低楼层 (共33层),99.37㎡,平层,板塔结合,南,钢混结构,精装,两梯六户,有,2022,3,15.0
2239,170788.0,111.0,12304.0,雄飞北尚广场,新都,3室2厅1厨1卫,高楼层 (共16层),90.22㎡,平层,板塔结合,北,钢混结构,毛坯,两梯四户,有,2022,6,1.0
2913,170784.0,252.0,28732.0,南城都汇汇尚园,高新,2室1厅1厨1卫,中楼层 (共22层),87.71㎡,平层,板塔结合,西,钢混结构,精装,两梯五户,有,2022,6,15.0
5853,170876.0,134.0,10000.0,花样年龙年中心三期,郫都,4室2厅1厨2卫,中楼层 (共26层),134㎡,平层,塔楼,东南 南,钢混结构,毛坯,两梯五户,有,2022,6,1.0
5883,170876.0,83.8,10786.0,泰立观筑,郫都,3室1厅1厨1卫,高楼层 (共18层),77.7㎡,平层,板楼,南 北,钢混结构,精装,两梯八户,有,2022,6,10.0
9330,171090.0,112.0,14732.0,清水河畔,青羊,2室1厅1厨1卫,中楼层 (共23层),76.03㎡,暂无数据,板塔结合,北,钢混结构,简装,两梯八户,有,2022,6,29.0
9346,171090.0,340.0,19722.0,置信丽都花园A区,武侯,4室1厅1厨2卫,中楼层 (共7层),172.4㎡,平层,板楼,西南,框架结构,简装,一梯两户,无,2022,7,1.0
9463,171098.0,219.0,17882.0,华西怡园,金牛,3室1厅1厨1卫,中楼层 (共11层),122.47㎡,平层,暂无数据,东 东南,未知结构,其他,一梯四户,有,2022,7,1.0
9505,171120.0,91.0,12941.0,东山国际新城H区三期,龙泉驿,2室1厅1厨1卫,低楼层 (共31层),70.32㎡,平层,板塔结合,东南,钢混结构,精装,两梯六户,有,2022,6,28.0
9595,171120.0,135.0,9065.0,致祥路44号,成华,4室2厅1厨2卫,低楼层 (共6层),148.93㎡,平层,暂无数据,东南,未知结构,简装,一梯一户,暂无数据,2022,6,30.0
9647,171120.0,215.0,14986.0,紫藤花园,武侯,3室2厅1厨2卫,低楼层 (共7层),143.47㎡,平层,板塔结合,南 北,框架结构,精装,一梯两户,有,2022,7,3.0
9688,171098.0,69.0,13300.0,中信未来城南区,郫都,2室1厅1厨1卫,高楼层 (共27层),51.88㎡,平层,塔楼,东南,钢混结构,精装,两梯十户,有,2022,6,29.0
9734,171098.0,52.0,9465.0,学府美地,温江,1室1厅1厨1卫,低楼层 (共6层),54.94㎡,平层,板楼,南,钢混结构,简装,一梯四户,无,2022,7,2.0
9796,171090.0,420.0,15963.0,府河音乐花园,天府新区,5室2厅1厨3卫,中楼层 (共5层),263.12㎡,跃层,板塔结合,南,混合结构,其他,一梯两户,无,2022,6,29.0
9812,171090.0,188.0,22930.0,保利叶语,双流,3室2厅1厨1卫,低楼层 (共32层),81.99㎡,平层,板塔结合,东 东南,钢混结构,其他,两梯六户,有,2022,6,27.0
9920,171098.0,150.0,13715.0,兴元嘉园,武侯,3室2厅1厨2卫,高楼层 (共6层),109.37㎡,错层,板楼,南,钢混结构,精装,一梯两户,无,2022,6,28.0
10350,171120.0,135.0,13236.0,我的大学,新都,3室1厅1厨2卫,高楼层 (共27层),102㎡,平层,塔楼,东南,框架结构,其他,三梯九户,有,2022,6,29.0
10499,171090.0,118.0,13148.0,金红园,锦江,3室2厅1厨1卫,中楼层 (共7层),89.75㎡,平层,板楼,东南,砖混结构,简装,一梯四户,无,2022,6,27.0
10889,171098.0,150.0,14292.0,康桥雅舍,高新,2室1厅1厨1卫,中楼层 (共7层),104.96㎡,平层,板楼,南,框架结构,简装,一梯四户,无,2022,6,30.0
11656,171090.0,112.0,10994.0,东湖印象,崇州,3室2厅1厨2卫,高楼层 (共11层),101.88㎡,暂无数据,板塔结合,北,钢混结构,简装,一梯两户,暂无数据,2022,7,1.0
11681,171120.0,67.0,12654.0,师友路3号,成华,2室1厅1厨1卫,中楼层 (共7层),52.95㎡,暂无数据,板楼,东 西,砖混结构,简装,一梯三户,无,2022,6,29.0
11774,171090.0,150.0,18715.0,景茂名都东郡,双流,3室2厅1厨1卫,中楼层 (共13层),80.15㎡,暂无数据,板楼,北,钢混结构,简装,两梯五户,有,2022,7,2.0
11827,171120.0,155.0,18453.0,邦泰华府公馆,双流,3室2厅1厨2卫,高楼层 (共17层),84㎡,暂无数据,板塔结合,东南,钢混结构,其他,两梯八户,有,2022,6,28.0
6342,5520.0,345.0,24698.0,上海花园(高新),高新,3室2厅1厨2卫,中楼层 (共13层),139.69㎡,平层,板楼,南 北,框架结构,精装,两梯三户,有,2022,7,5.0
6530,5521.0,117.0,16732.0,蓝光圣菲town城,双流,2室1厅1厨1卫,中楼层 (共23层),69.93㎡,平层,板塔结合,南 北,钢混结构,简装,两梯八户,有,2022,7,5.0
7023,5524.0,27.0,5625.0,龙湖时代天街,高新西,1室1厅1厨1卫,低楼层 (共30层),48㎡,暂无数据,板塔结合,东,框架结构,精装,四梯二十九户,有,2022,7,4.0
7575,5532.0,35.0,3724.0,东湖五巷155号,彭州,2室1厅1厨2卫,中楼层 (共5层),94㎡,平层,暂无数据,东,未知结构,其他,一梯两户,暂无数据,2022,7,3.0
7878,5534.0,99.0,21527.0,戛纳湾滨江,天府新区,1室2厅1厨1卫,低楼层 (共32层),45.99㎡,暂无数据,塔楼,西,框架结构,精装,四梯二十二户,有,2022,7,2.0
7882,5534.0,143.0,18164.0,华润国际社区,龙泉驿,3室2厅1厨1卫,低楼层 (共34层),78.73㎡,平层,板塔结合,东南,钢混结构,精装,三梯八户,有,2022,7,2.0
8397,5535.0,152.0,13560.0,兴元绿洲一期,金牛,3室1厅1厨2卫,低楼层 (共22层),112.1㎡,平层,板楼,东,框架结构,其他,两梯四户,有,2022,7,2.0
8558,5535.0,108.0,11601.0,树蓓街42号,金牛,3室1厅1厨1卫,低楼层 (共7层),93.1㎡,暂无数据,板楼,南,钢混结构,其他,一梯两户,无,2022,7,2.0
9160,171501.0,175.0,21190.0,招商雍华府一期,成华,2室1厅1厨1卫,高楼层 (共18层),82.59㎡,暂无数据,板塔结合,南,钢混结构,简装,两梯六户,有,2022,7,6.0
9504,171505.0,108.0,14708.0,西江月,郫都,2室2厅1厨1卫,低楼层 (共17层),73.43㎡,暂无数据,板塔结合,东北,钢混结构,其他,两梯六户,有,2022,7,5.0
9158,5589.0,70.0,11881.0,中铁水映青城,都江堰,2室1厅1厨1卫,中楼层 (共5层),58.92㎡,平层,板楼,东南,钢混结构,其他,一梯四户,暂无数据,2022,7,6.0
9270,5590.0,54.0,6280.0,青白江天美广场,青白江,2室1厅1厨1卫,中楼层 (共27层),86㎡,暂无数据,板塔结合,东南,框架结构,毛坯,两梯六户,有,2022,7,6.0
9681,5591.0,350.0,25548.0,电建地产洺悦府,金牛,4室2厅1厨2卫,低楼层 (共48层),137㎡,暂无数据,板塔结合,南 北,钢混结构,其他,两梯三户,有,2022,7,5.0
9765,5604.0,125.0,13596.0,禾嘉利好,金牛,3室2厅1厨1卫,高楼层 (共18层),91.94㎡,平层,板塔结合,南,钢混结构,简装,两梯四户,有,2022,7,5.0
10185,5606.0,315.0,31573.0,万达华府,天府新区,3室2厅1厨2卫,高楼层 (共31层),99.77㎡,平层,板楼,北,钢混结构,其他,两梯五户,有,2022,7,4.0
10193,5607.0,290.0,32201.0,西丁字街3号,锦江,3室1厅1厨1卫,低楼层 (共8层),90.06㎡,平层,板楼,北,框架结构,精装,一梯四户,无,2022,7,4.0
10342,5609.0,170.0,22998.0,新景鼎南川宇,高新,2室1厅1厨1卫,低楼层 (共34层),73.92㎡,平层,塔楼,东北,框架结构,精装,两梯六户,有,2022,7,4.0
11081,5609.0,162.0,18606.0,华润云庭,龙泉驿,3室2厅1厨1卫,低楼层 (共48层),87.07㎡,暂无数据,塔楼,东南,钢混结构,其他,三梯五户,有,2022,7,3.0
11507,172172.0,188.0,15538.0,领域,锦江,3室1厅1厨2卫,高楼层 (共6层),121㎡,跃层,板楼,东南,钢混结构,其他,一梯两户,无,2022,7,8.0
10813,5550.0,120.0,14896.0,华西花园二期,成华,2室1厅1厨1卫,高楼层 (共34层),80.56㎡,平层,板塔结合,南,钢混结构,简装,两梯五户,有,2022,7,6.0
11716,5556.0,178.0,21790.0,龙湖三千庭,龙泉驿,3室1厅1厨1卫,低楼层 (共33层),81.69㎡,平层,板塔结合,东北,钢混结构,精装,两梯六户,有,2022,7,5.0
13001,5556.0,132.0,15178.0,紫东梵谷,锦江,2室1厅1厨1卫,低楼层 (共18层),86.97㎡,平层,板塔结合,东 东南,钢混结构,简装,两梯五户,有,2022,7,3.0
226,170778.0,148.0,16463.0,佳兆业丽晶港,温江,3室2厅1厨1卫,高楼层 (共40层),89.9㎡,平层,板塔结合,南,钢混结构,精装,三梯六户,有,2022,6,21.0
451,170782.0,133.0,14302.0,棕南正街9号,武侯,3室1厅1厨1卫,中楼层 (共7层),93㎡,平层,板楼,南,混合结构,简装,一梯六户,无,2021,10,8.0
475,170782.0,469.0,41094.0,凯德世纪名邸东庭,高新,4室2厅1厨2卫,中楼层 (共22层),114.13㎡,平层,板塔结合,东 北,钢混结构,精装,两梯六户,有,2022,6,14.0
497,170784.0,160.0,21573.0,双城,金牛,3室1厅1厨1卫,低楼层 (共33层),74.17㎡,暂无数据,塔楼,南 西南,钢混结构,简装,三梯十五户,有,2022,6,5.0
565,170784.0,123.0,13027.0,金府世家,金牛,3室1厅1厨1卫,低楼层 (共17层),94.42㎡,平层,板楼,南,框架结构,简装,两梯四户,有,2022,6,17.0
671,170787.0,185.0,18687.0,皇冠湖壹号,龙泉驿,3室2厅1厨2卫,中楼层 (共33层),99㎡,平层,塔楼,东北,框架结构,精装,两梯六户,有,2022,6,12.0
775,170789.0,104.0,13947.0,龙城国际四期,郫都,2室2厅1厨1卫,高楼层 (共32层),74.57㎡,平层,板塔结合,西北,钢混结构,毛坯,两梯六户,有,2022,6,19.0
862,170788.0,260.0,21646.0,锦城名都,金牛,3室2厅1厨2卫,中楼层 (共33层),120.12㎡,平层,板塔结合,西南,钢混结构,精装,两梯七户,有,2022,6,5.0
970,170791.0,750.0,38266.0,人居盛和林语北区,高新,5室2厅1厨3卫,中楼层 (共30层),196㎡,平层,板塔结合,南,钢混结构,毛坯,两梯三户,有,2022,6,25.0
1410,170789.0,220.0,27138.0,华润二十四城五期,成华,2室1厅1厨1卫,中楼层 (共20层),81.07㎡,平层,塔楼,西北,钢混结构,精装,两梯六户,有,2022,6,7.0
1571,170792.0,185.0,17029.0,蓝光圣菲town城,双流,3室2厅1厨2卫,高楼层 (共22层),108.64㎡,平层,板塔结合,西北,钢混结构,精装,两梯六户,有,2022,6,7.0
1729,170794.0,73.0,7492.0,瀚城新天地,青白江,3室2厅1厨2卫,中楼层 (共33层),97.45㎡,平层,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,2022,6,8.0
1954,170790.0,78.8,13854.0,书香府邸二期英伦,郫都,1室1厅1厨1卫,高楼层 (共16层),56.88㎡,平层,板楼,东北,钢混结构,精装,两梯七户,有,2022,5,27.0
2818,170781.0,75.0,11484.0,交大智能八期,金牛,2室1厅1厨1卫,中楼层 (共6层),65.31㎡,平层,板楼,东南,框架结构,精装,一梯十七户,无,2021,9,5.0
3591,170856.0,82.0,10762.0,银诚东方国际一期,龙泉驿,2室1厅1厨1卫,中楼层 (共34层),76.2㎡,平层,板楼,北,钢混结构,简装,两梯五户,有,2022,6,15.0
3848,170852.0,90.0,13214.0,泉水人家二期B区,金牛,2室1厅1厨1卫,中楼层 (共16层),68.11㎡,平层,板塔结合,南,框架结构,简装,一梯四户,暂无数据,2022,6,26.0
5257,170868.0,214.0,17788.0,佳兆业8号,双流,3室2厅1厨2卫,中楼层 (共14层),120.31㎡,平层,板塔结合,东南,框架结构,精装,两梯六户,有,2022,3,28.0
5563,170871.0,198.0,22072.0,橙花风景,青羊,2室2厅1厨1卫,高楼层 (共28层),89.71㎡,平层,板塔结合,北,钢混结构,精装,两梯四户,有,2022,4,25.0
5944,170873.0,116.0,12982.0,公园1号,郫都,3室2厅1厨1卫,低楼层 (共30层),89.36㎡,平层,板塔结合,西北,钢混结构,精装,两梯五户,有,2022,6,5.0
6087,170753.0,176.0,20094.0,武海西城锦绣,武侯,2室1厅1厨1卫,低楼层 (共18层),87.59㎡,平层,板楼,东北,钢混结构,精装,两梯三户,有,2022,7,2.0
7265,170781.0,139.0,15992.0,诺金山,武侯,2室1厅1厨1卫,高楼层 (共11层),86.92㎡,平层,板塔结合,南 西北,框架结构,简装,一梯四户,有,2022,6,4.0
8234,170804.0,131.5,14868.0,蓝润光华春天B区,温江,3室2厅1厨2卫,中楼层 (共29层),88.45㎡,平层,板塔结合,南,钢混结构,毛坯,两梯六户,有,2022,5,26.0
8546,170808.0,136.8,15907.0,华侨城原岸,金牛,2室1厅1厨1卫,低楼层 (共30层),86㎡,平层,塔楼,东北,钢混结构,简装,四梯八户,有,2022,4,17.0
9475,171120.0,190.0,18158.0,炜岸城三期,龙泉驿,3室2厅1厨2卫,低楼层 (共19层),104.64㎡,平层,板楼,南,钢混结构,精装,两梯六户,有,2022,7,2.0
9687,171098.0,175.0,18160.0,城楠映象,武侯,2室1厅1厨1卫,高楼层 (共9层),96.37㎡,平层,板楼,南,砖混结构,精装,一梯两户,有,2022,6,28.0
10858,171120.0,104.0,9160.0,听湖九园,青白江,3室2厅1厨2卫,低楼层 (共11层),113.54㎡,平层,板塔结合,东南,钢混结构,精装,一梯两户,有,2022,6,30.0
11006,171120.0,147.0,18810.0,九龙仓时代小镇,双流,2室1厅1厨1卫,高楼层 (共11层),78.15㎡,平层,板塔结合,东北,钢混结构,其他,一梯三户,有,2022,6,30.0
11710,171098.0,84.8,13265.0,锦电苑,成华,2室1厅1厨1卫,高楼层 (共7层),63.93㎡,暂无数据,板楼,东,钢混结构,简装,一梯两户,无,2022,7,1.0
6259,5521.0,203.0,23583.0,鑫苑名家二期,锦江,3室2厅1厨2卫,高楼层 (共40层),86.08㎡,平层,板塔结合,东北,钢混结构,简装,三梯八户,有,2022,7,5.0
6347,5520.0,136.0,14449.0,旅游职中教师公寓,青羊,3室2厅1厨1卫,低楼层 (共7层),94.13㎡,平层,板塔结合,西南,混合结构,其他,一梯两户,无,2022,7,5.0
6612,5522.0,130.0,19146.0,天悦城,金牛,2室2厅1厨1卫,高楼层 (共33层),67.9㎡,暂无数据,塔楼,东南 东北,钢混结构,其他,两梯六户,有,2022,7,4.0
6814,5524.0,20.0,5804.0,宇众曼城,郫都,1室1厅1厨1卫,高楼层 (共32层),34.46㎡,平层,塔楼,东南,钢混结构,简装,三梯二十户,有,2022,7,4.0
6923,5524.0,160.0,14459.0,国栋南园贰号,双流,4室2厅1厨2卫,高楼层 (共15层),110.66㎡,暂无数据,板塔结合,东北,钢混结构,毛坯,两梯五户,有,2022,7,4.0
6943,5524.0,178.0,17800.0,空港晶座,双流,3室2厅1厨2卫,低楼层 (共22层),100㎡,暂无数据,板楼,东南,钢混结构,其他,三梯二十二户,有,2022,7,4.0
7455,5531.0,70.0,5834.0,兴盛街297号,都江堰,3室2厅1厨1卫,高楼层 (共6层),120㎡,暂无数据,板楼,东南,砖混结构,其他,一梯一户,暂无数据,2022,7,3.0
7557,5532.0,128.0,19693.0,天府逸家一期,龙泉驿,2室1厅1厨1卫,高楼层 (共41层),65㎡,暂无数据,板塔结合,南,钢混结构,其他,三梯八户,有,2022,7,3.0
7710,5533.0,88.0,10915.0,城市家园,龙泉驿,2室1厅1厨1卫,中楼层 (共6层),80.63㎡,暂无数据,板楼,东,砖混结构,其他,两梯三户,有,2022,7,3.0
7747,5533.0,298.0,32466.0,华润二十四城七期,成华,3室2厅1厨1卫,低楼层 (共46层),91.79㎡,暂无数据,板塔结合,北,钢混结构,其他,三梯六户,有,2022,7,3.0
8158,5534.0,49.0,9451.0,明新国际新城,新都,2室1厅1厨1卫,高楼层 (共16层),51.85㎡,平层,板塔结合,西,钢混结构,简装,两梯五户,有,2022,7,2.0
8357,5535.0,105.0,11208.0,同森锦熙,郫都,3室1厅1厨2卫,低楼层 (共33层),93.69㎡,平层,板塔结合,东南,框架结构,毛坯,两梯六户,有,2022,7,2.0
8429,5535.0,155.0,12215.0,花样年·香门第北区,郫都,4室2厅1厨2卫,低楼层 (共34层),126.9㎡,暂无数据,塔楼,东南,钢混结构,毛坯,两梯四户,有,2022,7,2.0
8737,5536.0,140.0,18485.0,华宇阳光水岸,成华,2室2厅1厨1卫,高楼层 (共21层),75.74㎡,平层,板塔结合,西北,钢混结构,精装,两梯六户,有,2022,7,1.0
8960,5541.0,135.0,16201.0,蓝光富丽花城,成华,3室1厅1厨1卫,中楼层 (共18层),83.33㎡,平层,板塔结合,东,钢混结构,精装,两梯六户,有,2022,7,1.0
8963,171497.0,165.0,18023.0,万科第五城,双流,3室2厅1厨2卫,低楼层 (共26层),91.55㎡,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,2022,7,6.0
9130,171502.0,178.0,22909.0,益州国际,天府新区,2室2厅1厨1卫,低楼层 (共28层),77.7㎡,暂无数据,板塔结合,南,框架结构,精装,三梯十四户,有,2022,7,6.0
8561,5584.0,110.0,13750.0,西岸翠景,郫都,2室1厅1厨1卫,高楼层 (共24层),80㎡,暂无数据,板塔结合,西北,钢混结构,其他,两梯六户,有,2022,7,7.0
8831,5586.0,171.0,15934.0,城楠映象,武侯,3室1厅1厨1卫,中楼层 (共6层),107.32㎡,暂无数据,板楼,东,砖混结构,精装,一梯三户,无,2022,7,6.0
8976,5588.0,220.0,18797.0,自由自宅,青羊,3室1厅1厨2卫,高楼层 (共11层),117.04㎡,跃层,塔楼,南 西南,框架结构,精装,一梯两户,有,2022,7,6.0
8984,5588.0,65.0,15916.0,蓝光富丽花城,成华,1室1厅1厨1卫,低楼层 (共18层),40.84㎡,平层,板塔结合,西南,钢混结构,简装,两梯六户,有,2022,7,6.0
9073,5588.0,49.0,10822.0,新希望锦悦里,新都,2室1厅1厨1卫,高楼层 (共20层),45.28㎡,跃层,暂无数据,东 东南,框架结构,其他,一梯三十二户,暂无数据,2022,7,6.0
9168,5589.0,240.0,23075.0,花样年花郡,成华,3室2厅1厨1卫,低楼层 (共24层),104.01㎡,暂无数据,板塔结合,西南,框架结构,其他,两梯五户,有,2022,7,6.0
10065,5606.0,85.0,11179.0,文庙西街1号,青羊,2室1厅1厨1卫,高楼层 (共7层),76.04㎡,平层,板楼,南 北,混合结构,简装,一梯一户,无,2022,7,4.0
11252,5609.0,99.0,11728.0,海伦国际二期,新都,2室2厅1厨1卫,低楼层 (共27层),84.42㎡,平层,板塔结合,南,钢混结构,精装,两梯五户,有,2022,7,3.0
11376,5608.0,305.0,27545.0,中海锦江城云熙一期,天府新区,3室2厅1厨2卫,中楼层 (共33层),110.73㎡,平层,塔楼,南,钢混结构,其他,两梯四户,有,2022,7,3.0
11548,172170.0,130.0,11413.0,中航城,郫都,3室1厅1厨2卫,中楼层 (共9层),113.91㎡,暂无数据,板楼,东南,钢混结构,其他,两梯两户,有,2022,7,7.0
11631,172176.0,130.0,14858.0,星光华印象,温江,3室2厅1厨1卫,低楼层 (共42层),87.5㎡,暂无数据,塔楼,西南,钢混结构,简装,三梯六户,有,2022,7,7.0
10440,5554.0,115.0,9056.0,唐安首玺,崇州,3室2厅1厨2卫,中楼层 (共24层),127㎡,暂无数据,板塔结合,东南,钢混结构,精装,三梯六户,有,2022,7,7.0
13210,172403.0,98.0,13691.0,空港之星,双流,2室2厅1厨1卫,低楼层 (共18层),71.58㎡,平层,板塔结合,东,钢混结构,其他,两梯六户,有,2022,7,8.0
68,170777.0,168.0,16071.0,保利城四期中央郡,新都,3室2厅1厨2卫,低楼层 (共25层),104.54㎡,平层,塔楼,西,钢混结构,精装,两梯五户,有,2022,6,28.0
178,170777.0,292.0,23321.0,首信首御,武侯,4室1厅1厨2卫,高楼层 (共17层),125.21㎡,平层,板塔结合,西,钢混结构,精装,两梯四户,有,2022,6,9.0
850,170788.0,102.0,11077.0,中铁西郡英华二期,郫都,3室1厅1厨1卫,高楼层 (共31层),92.09㎡,平层,板塔结合,东南,框架结构,简装,两梯六户,有,2022,6,14.0
1108,170791.0,200.0,16904.0,光华杏林,青羊,3室1厅1厨2卫,低楼层 (共21层),118.32㎡,平层,塔楼,东南,框架结构,精装,两梯八户,有,2022,5,15.0
1371,170789.0,156.0,21408.0,瑞升橡树林华府,天府新区,2室2厅1厨1卫,低楼层 (共26层),72.87㎡,平层,塔楼,西,钢混结构,精装,两梯六户,有,2022,6,9.0
1476,170789.0,140.0,24996.0,金茂光明城市,天府新区,2室1厅1厨1卫,低楼层 (共33层),56.01㎡,平层,板塔结合,西南,钢混结构,精装,三梯十二户,有,2022,6,11.0
1627,170793.0,96.0,18817.0,南华佳苑,高新,1室1厅1厨1卫,低楼层 (共15层),51.02㎡,平层,板塔结合,东南 南 北,混合结构,精装,两梯七户,有,2022,6,20.0
1987,170790.0,131.0,16657.0,万科城,郫都,3室2厅1厨2卫,高楼层 (共24层),78.65㎡,平层,板塔结合,东南,钢混结构,精装,两梯八户,有,2021,5,27.0
2184,170788.0,98.0,9351.0,金山御景蓝湾,龙泉驿,3室2厅1厨2卫,低楼层 (共29层),104.81㎡,平层,板楼,东南,钢混结构,精装,两梯六户,有,2022,4,7.0
2353,170786.0,104.0,20199.0,合能耀之城,成华,3室1厅1厨1卫,低楼层 (共27层),51.49㎡,平层,板塔结合,东,钢混结构,精装,三梯十八户,有,2022,5,4.0
2638,170786.0,169.0,20955.0,佳兆业君汇上品,天府新区,2室2厅1厨1卫,高楼层 (共38层),80.65㎡,平层,板塔结合,西南,钢混结构,简装,三梯五户,有,2021,7,8.0
2844,170781.0,96.0,14893.0,香江花园,锦江,2室1厅1厨1卫,中楼层 (共6层),64.46㎡,平层,板楼,北,混合结构,简装,一梯两户,无,2022,7,1.0
3699,170856.0,97.0,18074.0,君平街89号,青羊,2室1厅1厨1卫,中楼层 (共7层),53.67㎡,平层,板楼,东北,砖混结构,精装,一梯三户,无,2022,6,16.0
4289,170855.0,109.0,18128.0,果壳里的城,龙泉驿,2室2厅1厨1卫,高楼层 (共34层),60.13㎡,平层,塔楼,东,钢混结构,精装,两梯五户,有,2022,6,16.0
5216,170868.0,150.0,17444.0,优地B区,武侯,2室1厅1厨1卫,中楼层 (共17层),85.99㎡,平层,板楼,东南,框架结构,简装,三梯九户,有,2022,3,16.0
5973,170876.0,468.0,27934.0,人居花照云庭,金牛,4室2厅1厨2卫,中楼层 (共31层),167.54㎡,平层,塔楼,东南,钢混结构,毛坯,两梯四户,有,2022,6,15.0
